From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
PIN4	Q9CWW6	reviewed	PIN4_MOUSE	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 (EC 5.2.1.8) (Parvulin-14) (Par14) (Peptidyl-prolyl cis-trans isomerase Pin4) (PPIase Pin4) (Rotamase Pin4)	Pin4	Mus musculus (Mouse)	131	bent DNA binding [GO:0003681]; double-stranded DNA binding [GO:0003690]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
DDX47	Q9CWX9	reviewed	DDX47_MOUSE	Probable ATP-dependent RNA helicase DDX47 (EC 3.6.4.13) (DEAD box protein 47)	Ddx47	Mus musculus (Mouse)	455	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
UTP23	Q9CX11	reviewed	UTP23_MOUSE	rRNA-processing protein UTP23 homolog	Utp23	Mus musculus (Mouse)	249	mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; small ribosomal subunit rRNA binding [GO:0070181]
WDR55	Q9CX97	reviewed	WDR55_MOUSE	WD repeat-containing protein 55	Wdr55	Mus musculus (Mouse)	388	
PRDM5	Q9CXE0	reviewed	PRDM5_MOUSE	PR domain zinc finger protein 5 (EC 2.1.1.-) (PR domain-containing protein 5)	Prdm5	Mus musculus (Mouse)	599	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription factor binding [GO:0140297]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; methyltransferase activity [GO:0008168]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific DNA binding [GO:0043565]; transcription cis-regulatory region binding [GO:0000976]
COQ5	Q9CXI0	reviewed	COQ5_MOUSE	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)	Coq5 D5Ertd33e	Mus musculus (Mouse)	327	2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity [GO:0043333]; methyltransferase activity [GO:0008168]
NIP7	Q9CXK8	reviewed	NIP7_MOUSE	60S ribosome subunit biogenesis protein NIP7 homolog (Nucleolar pre-rRNA processing protein NIP7) (PEachy) (kDa93)	Nip7	Mus musculus (Mouse)	180	RNA binding [GO:0003723]
SNORC	Q9CXL7	reviewed	SNORC_MOUSE	Protein SNORC (Secondary ossification center-associated regulator of chondrocyte maturation protein)	Snorc	Mus musculus (Mouse)	121	
DCUN1D5	Q9CXV9	reviewed	DCNL5_MOUSE	DCN1-like protein 5 (DCNL5) (DCUN1 domain-containing protein 5) (Defective in cullin neddylation protein 1-like protein 5) (Squamous cell carcinoma-related oncogene 5)	Dcun1d5 SCCRO5	Mus musculus (Mouse)	237	cullin family protein binding [GO:0097602]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin-like protein binding [GO:0032182]
BUD23	Q9CY21	reviewed	BUD23_MOUSE	Probable 18S rRNA (guanine-N(7))-methyltransferase (EC 2.1.1.-) (Bud site selection protein 23 homolog) (Williams-Beuren syndrome chromosomal region 22 protein homolog) (rRNA methyltransferase and ribosome maturation factor)	Bud23 Wbscr22	Mus musculus (Mouse)	281	protein heterodimerization activity [GO:0046982]; rRNA (guanine) methyltransferase activity [GO:0016435]
GAR1	Q9CY66	reviewed	GAR1_MOUSE	H/ACA ribonucleoprotein complex subunit 1 (Nucleolar protein family A member 1) (snoRNP protein GAR1)	Gar1 Nola1	Mus musculus (Mouse)	231	box H/ACA snoRNA binding [GO:0034513]; RNA binding [GO:0003723]; snoRNA binding [GO:0030515]; telomerase RNA binding [GO:0070034]
RRS1	Q9CYH6	reviewed	RRS1_MOUSE	Ribosome biogenesis regulatory protein homolog	Rrs1 Rrr MNCb-2643	Mus musculus (Mouse)	365	5S rRNA binding [GO:0008097]
NARF	Q9CYQ7	reviewed	NARF_MOUSE	Nuclear prelamin A recognition factor (Iron-only hydrogenase-like protein 2) (IOP2)	Narf	Mus musculus (Mouse)	462	lamin binding [GO:0005521]
HDHD3	Q9CYW4	reviewed	HDHD3_MOUSE	Haloacid dehalogenase-like hydrolase domain-containing protein 3	Hdhd3	Mus musculus (Mouse)	251	
CENPP	Q9CZ92	reviewed	CENPP_MOUSE	Centromere protein P (CENP-P)	Cenpp	Mus musculus (Mouse)	286	
AEN	Q9CZI9	reviewed	AEN_MOUSE	Apoptosis-enhancing nuclease (EC 3.1.-.-) (Interferon-stimulated 20 kDa exonuclease-like 1)	Aen Isg20l1	Mus musculus (Mouse)	336	DNA exonuclease activity [GO:0004529]; exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676]
MPPED2	Q9CZJ0	reviewed	MPPD2_MOUSE	Metallophosphoesterase MPPED2 (EC 3.1.-.-) (Metallophosphoesterase domain-containing protein 2)	Mpped2	Mus musculus (Mouse)	294	AMP binding [GO:0016208]; GMP binding [GO:0019002]; manganese ion binding [GO:0030145]; phosphoric diester hydrolase activity [GO:0008081]
UTP11	Q9CZJ1	reviewed	UTP11_MOUSE	Probable U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11) (UTP11-like protein)	Utp11 Utp11l	Mus musculus (Mouse)	253	
VASN	Q9CZT5	reviewed	VASN_MOUSE	Vasorin (Protein slit-like 2)	Vasn Slitl2	Mus musculus (Mouse)	673	transforming growth factor beta binding [GO:0050431]
CMSS1	Q9CZT6	reviewed	CMS1_MOUSE	Protein CMSS1 (Cms1 ribosomal small subunit homolog)	Cmss1	Mus musculus (Mouse)	276	
SHLD3	Q9CZV2	reviewed	SHLD3_MOUSE	Shieldin complex subunit 3 (REV7-interacting novel NHEJ regulator 1)	Shld3 Rinn1	Mus musculus (Mouse)	255	
ACSL3	Q9CZW4	reviewed	ACSL3_MOUSE	Fatty acid CoA ligase Acsl3 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 3) (LACS 3) (Long-chain-fatty-acid--CoA ligase 3) (EC 6.2.1.3) (Medium-chain acyl-CoA ligase Acsl3) (EC 6.2.1.2)	Acsl3 Acs3 Facl3	Mus musculus (Mouse)	720	arachidonate-CoA ligase activity [GO:0047676]; ATP binding [GO:0005524]; long-chain fatty acid-CoA ligase activity [GO:0004467]; medium-chain fatty acid-CoA ligase activity [GO:0031956]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]
PINX1	Q9CZX5	reviewed	PINX1_MOUSE	PIN2/TERF1-interacting telomerase inhibitor 1 (67-11-3 protein) (LPTS1) (Liver-related putative tumor suppressor) (Pin2-interacting protein X1) (TRF1-interacting protein 1)	Pinx1 Lpts	Mus musculus (Mouse)	332	protein-containing complex binding [GO:0044877]; telomerase inhibitor activity [GO:0010521]; telomerase RNA binding [GO:0070034]
TWIST2	Q9D030	reviewed	TWST2_MOUSE	Twist-related protein 2 (Dermis-expressed protein 1) (Dermo-1)	Twist2 Dermo1	Mus musculus (Mouse)	160	chromatin binding [GO:0003682]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein dimerization activity [GO:0046983]; protein domain specific binding [GO:0019904]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
ALG14	Q9D081	reviewed	ALG14_MOUSE	UDP-N-acetylglucosamine transferase subunit ALG14 homolog	Alg14	Mus musculus (Mouse)	217	
SPC24	Q9D083	reviewed	SPC24_MOUSE	Kinetochore protein Spc24	Spc24 Spbc24	Mus musculus (Mouse)	201	
SRSF9	Q9D0B0	reviewed	SRSF9_MOUSE	Serine/arginine-rich splicing factor 9 (Splicing factor, arginine/serine-rich 9)	Srsf9 Sfrs9	Mus musculus (Mouse)	222	protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]
PBDC1	Q9D0B6	reviewed	PBDC1_MOUSE	Protein PBDC1 (Polysaccharide biosynthesis domain-containing protein 1)	Pbdc1	Mus musculus (Mouse)	198	
RNF115	Q9D0C1	reviewed	RN115_MOUSE	E3 ubiquitin-protein ligase RNF115 (EC 2.3.2.27) (RING finger protein 115) (RING-type E3 ubiquitin transferase RNF115) (Rab7-interacting RING finger protein) (Rabring 7) (Zinc finger protein 364)	Rnf115 Zfp364 Znf364	Mus musculus (Mouse)	305	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]
TRMT5	Q9D0C4	reviewed	TRM5_MOUSE	tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5 homolog)	Trmt5 Kiaa1393 Trm5	Mus musculus (Mouse)	501	tRNA (guanine(37)-N1)-methyltransferase activity [GO:0052906]
DIMT1	Q9D0D4	reviewed	DIM1_MOUSE	Probable dimethyladenosine transferase (EC 2.1.1.183) (DIM1 dimethyladenosine transferase 1 homolog) (DIM1 dimethyladenosine transferase 1-like) (Probable 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase) (Probable 18S rRNA dimethylase) (Probable S-adenosylmethionine-6-N',N'-adenosyl(rRNA) dimethyltransferase)	Dimt1 Dimt1l	Mus musculus (Mouse)	313	18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity [GO:0052909]; RNA binding [GO:0003723]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]
STX17	Q9D0I4	reviewed	STX17_MOUSE	Syntaxin-17	Stx17	Mus musculus (Mouse)	301	protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]
WDSUB1	Q9D0I6	reviewed	WSDU1_MOUSE	WD repeat, SAM and U-box domain-containing protein 1	Wdsub1	Mus musculus (Mouse)	474	ubiquitin-protein transferase activity [GO:0004842]
MRTO4	Q9D0I8	reviewed	MRT4_MOUSE	mRNA turnover protein 4 homolog (Ribosome assembly factor Mrto4)	Mrto4 Mrt4	Mus musculus (Mouse)	239	
RARS1	Q9D0I9	reviewed	SYRC_MOUSE	Arginine--tRNA ligase, cytoplasmic (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	Rars1 Rars	Mus musculus (Mouse)	660	arginine binding [GO:0034618]; arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]
ARL2	Q9D0J4	reviewed	ARL2_MOUSE	ADP-ribosylation factor-like protein 2	Arl2	Mus musculus (Mouse)	184	GDP binding [GO:0019003]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]
PTMS	Q9D0J8	reviewed	PTMS_MOUSE	Parathymosin	Ptms	Mus musculus (Mouse)	101	histone binding [GO:0042393]; zinc ion binding [GO:0008270]
DDX56	Q9D0R4	reviewed	DDX56_MOUSE	Probable ATP-dependent RNA helicase DDX56 (EC 3.6.4.13) (ATP-dependent 61 kDa nucleolar RNA helicase) (DEAD box protein 56)	Ddx56 D11Ertd619e Noh61	Mus musculus (Mouse)	546	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; protein sequestering activity [GO:0140311]; RNA helicase activity [GO:0003724]; RNA stem-loop binding [GO:0035613]
PPIL1	Q9D0W5	reviewed	PPIL1_MOUSE	Peptidyl-prolyl cis-trans isomerase-like 1 (PPIase) (EC 5.2.1.8) (Rotamase PPIL1)	Ppil1	Mus musculus (Mouse)	166	cyclosporin A binding [GO:0016018]; disordered domain specific binding [GO:0097718]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
NUDT14	Q9D142	reviewed	NUD14_MOUSE	Uridine diphosphate glucose pyrophosphatase NUDT14 (UDPG pyrophosphatase) (UGPPase) (EC 3.6.1.45) (Nucleoside diphosphate-linked moiety X motif 14) (Nudix motif 14)	Nudt14	Mus musculus (Mouse)	222	ADP-ribose diphosphatase activity [GO:0047631]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; UDP-sugar diphosphatase activity [GO:0008768]
SS18L2	Q9D174	reviewed	S18L2_MOUSE	SS18-like protein 2	Ss18l2 Deb1	Mus musculus (Mouse)	77	
RRP7A	Q9D1C9	reviewed	RRP7A_MOUSE	Ribosomal RNA-processing protein 7 homolog A (Gastric cancer antigen Zg14 homolog)	Rrp7a	Mus musculus (Mouse)	280	RNA binding [GO:0003723]
GET4	Q9D1H7	reviewed	GET4_MOUSE	Golgi to ER traffic protein 4 homolog	Get4	Mus musculus (Mouse)	327	protein-folding chaperone binding [GO:0051087]
MCEE	Q9D1I5	reviewed	MCEE_MOUSE	Methylmalonyl-CoA epimerase, mitochondrial (EC 5.1.99.1) (DL-methylmalonyl-CoA racemase)	Mcee	Mus musculus (Mouse)	178	metal ion binding [GO:0046872]; methylmalonyl-CoA epimerase activity [GO:0004493]
MPHOSPH6	Q9D1Q1	reviewed	MPH6_MOUSE	M-phase phosphoprotein 6	Mphosph6	Mus musculus (Mouse)	161	RNA binding [GO:0003723]
RPL34	Q9D1R9	reviewed	RL34_MOUSE	Large ribosomal subunit protein eL34 (60S ribosomal protein L34)	Rpl34	Mus musculus (Mouse)	117	structural constituent of ribosome [GO:0003735]
BATF3	Q9D275	reviewed	BATF3_MOUSE	Basic leucine zipper transcriptional factor ATF-like 3 (B-ATF-3)	Batf3	Mus musculus (Mouse)	118	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; sequence-specific double-stranded DNA binding [GO:1990837]
SNAPC3	Q9D2C9	reviewed	SNPC3_MOUSE	snRNA-activating protein complex subunit 3 (SNAPc subunit 3) (Small nuclear RNA-activating complex polypeptide 3)	Snapc3	Mus musculus (Mouse)	407	bent DNA binding [GO:0003681]; RNA polymerase III type 3 promoter sequence-specific DNA binding [GO:0001006]
TSSK3	Q9D2E1	reviewed	TSSK3_MOUSE	Testis-specific serine/threonine-protein kinase 3 (TSK-3) (TSSK-3) (Testis-specific kinase 3) (EC 2.7.11.1) (Serine/threonine-protein kinase 22C)	Tssk3 Stk22c Stk22d	Mus musculus (Mouse)	268	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]
SNRNP35	Q9D384	reviewed	U1SBP_MOUSE	U11/U12 small nuclear ribonucleoprotein 35 kDa protein (U11/U12 snRNP 35 kDa protein) (U1 snRNP-binding protein homolog)	Snrnp35 U1snrnpbp	Mus musculus (Mouse)	244	mRNA binding [GO:0003729]; snRNA binding [GO:0017069]
TCHHL1	Q9D3P1	reviewed	TCHL1_MOUSE	Trichohyalin-like protein 1	Tchhl1	Mus musculus (Mouse)	638	calcium ion binding [GO:0005509]; transition metal ion binding [GO:0046914]
SNX29	Q9D3S3	reviewed	SNX29_MOUSE	Sorting nexin-29	Snx29	Mus musculus (Mouse)	818	phosphatidylinositol binding [GO:0035091]
RSPH14	Q9D3W1	reviewed	RSP14_MOUSE	Radial spoke head 14 homolog (Rhabdoid tumor deletion region protein 1)	Rsph14 Rtdr1	Mus musculus (Mouse)	341	
PHF6	Q9D4J7	reviewed	PHF6_MOUSE	PHD finger protein 6	Phf6 Kiaa1823	Mus musculus (Mouse)	364	DNA binding [GO:0003677]; enzyme binding [GO:0019899]; histone binding [GO:0042393]; histone deacetylase binding [GO:0042826]; metal ion binding [GO:0046872]; phosphoprotein binding [GO:0051219]; ribonucleoprotein complex binding [GO:0043021]; scaffold protein binding [GO:0097110]; tubulin binding [GO:0015631]
TAF1D	Q9D4V4	reviewed	TAF1D_MOUSE	TATA box-binding protein-associated factor RNA polymerase I subunit D (TATA box-binding protein-associated factor 1D) (TBP-associated factor 1D) (Transcription initiation factor SL1/TIF-IB subunit D)	Taf1d Josd3	Mus musculus (Mouse)	322	DNA binding [GO:0003677]; identical protein binding [GO:0042802]
CCDC7	Q9D541	reviewed	CCDC7_MOUSE	Coiled-coil domain-containing protein 7 (Protein BIOT2)	Ccdc7 Biot2	Mus musculus (Mouse)	371	
SPATA17	Q9D552	reviewed	SPT17_MOUSE	Spermatogenesis-associated protein 17 (Spermatogenesis-related protein 11)	Spata17 Srg11	Mus musculus (Mouse)	379	calmodulin binding [GO:0005516]
UBXN11	Q9D572	reviewed	UBX11_MOUSE	UBX domain-containing protein 11 (Socius) (UBX domain-containing protein 5)	Ubxn11 D4Bwg1540e Soc Ubxd5	Mus musculus (Mouse)	484	ubiquitin binding [GO:0043130]
HORMAD1	Q9D5T7	reviewed	HORM1_MOUSE	HORMA domain-containing protein 1 (Newborn ovary HORMA protein)	Hormad1 Nohma	Mus musculus (Mouse)	392	
RIN2	Q9D684	reviewed	RIN2_MOUSE	Ras and Rab interactor 2 (Ras interaction/interference protein 2)	Rin2	Mus musculus (Mouse)	903	GTPase activator activity [GO:0005096]; guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase binding [GO:0031267]
PPIL3	Q9D6L8	reviewed	PPIL3_MOUSE	Peptidyl-prolyl cis-trans isomerase-like 3 (PPIase) (EC 5.2.1.8) (CYP10L) (Cyclophilin-like protein PPIL3) (Rotamase PPIL3)	Ppil3 Cyp10l	Mus musculus (Mouse)	161	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
CA13	Q9D6N1	reviewed	CAH13_MOUSE	Carbonic anhydrase 13 (EC 4.2.1.1) (Carbonate dehydratase XIII) (Carbonic anhydrase XIII) (CA-XIII)	Ca13 Car13	Mus musculus (Mouse)	262	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]
NOP56	Q9D6Z1	reviewed	NOP56_MOUSE	Nucleolar protein 56 (Nucleolar protein 5A)	Nop56 Nol5a	Mus musculus (Mouse)	580	histone methyltransferase binding [GO:1990226]; RNA binding [GO:0003723]; snoRNA binding [GO:0030515]
OSER1	Q9D722	reviewed	OSER1_MOUSE	Oxidative stress-responsive serine-rich protein 1 (Oxidative stress-responsive protein 1) (Peroxide-inducible transcript 1 protein)	Oser1	Mus musculus (Mouse)	291	
RPL22L1	Q9D7S7	reviewed	RL22L_MOUSE	Ribosomal protein eL22-like 1 (60S ribosomal protein L22-like 1) (Large ribosomal subunit protein eL22-like 1)	Rpl22l1	Mus musculus (Mouse)	122	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
NOL7	Q9D7Z3	reviewed	UTP16_MOUSE	U3 small nucleolar RNA-associated protein NOL7 (U3 snoRNA-associated protein NOL7) (Nucleolar protein 7)	Nol7 MNCb-1192	Mus musculus (Mouse)	254	
SAPCD2	Q9D818	reviewed	SAPC2_MOUSE	Suppressor APC domain-containing protein 2 (Protein Ang)	Sapcd2	Mus musculus (Mouse)	391	
CHP2	Q9D869	reviewed	CHP2_MOUSE	Calcineurin B homologous protein 2 (Hepatocellular carcinoma-associated antigen 520 homolog)	Chp2 Hca520	Mus musculus (Mouse)	196	calcium ion binding [GO:0005509]
IFI35	Q9D8C4	reviewed	IN35_MOUSE	Interferon-induced 35 kDa protein homolog (IFP 35) (Ifi-35)	Ifi35 Ifp35	Mus musculus (Mouse)	286	identical protein binding [GO:0042802]
RPL4	Q9D8E6	reviewed	RL4_MOUSE	Large ribosomal subunit protein uL4 (60S ribosomal protein L4)	Rpl4	Mus musculus (Mouse)	419	5S rRNA binding [GO:0008097]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
RPL7L1	Q9D8M4	reviewed	RL7L_MOUSE	Large ribosomal subunit protein uL30-like 1 (60S ribosomal protein L7-like 1)	Rpl7l1	Mus musculus (Mouse)	246	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
REXO2	Q9D8S4	reviewed	ORN_MOUSE	Oligoribonuclease, mitochondrial (EC 3.1.15.-) (RNA exonuclease 2 homolog) (Small fragment nuclease)	Rexo2 Smfn	Mus musculus (Mouse)	237	3'-5' exonuclease activity [GO:0008408]; 3'-5'-DNA exonuclease activity [GO:0008296]; 3'-5'-RNA exonuclease activity [GO:0000175]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]
CUTC	Q9D8X1	reviewed	CUTC_MOUSE	Copper homeostasis protein cutC homolog	Cutc	Mus musculus (Mouse)	272	copper ion binding [GO:0005507]
EBNA1BP2	Q9D903	reviewed	EBP2_MOUSE	Probable rRNA-processing protein EBP2	Ebna1bp2 Ebp2	Mus musculus (Mouse)	306	
LLPH	Q9D945	reviewed	LLPH_MOUSE	Protein LLP homolog (Protein LAPS18-like)	Llph	Mus musculus (Mouse)	130	basal RNA polymerase II transcription machinery binding [GO:0001099]
RNF125	Q9D9R0	reviewed	RN125_MOUSE	E3 ubiquitin-protein ligase RNF125 (EC 2.3.2.27) (RING finger protein 125)	Rnf125	Mus musculus (Mouse)	233	p53 binding [GO:0002039]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]
DDA1	Q9D9Z5	reviewed	DDA1_MOUSE	DET1- and DDB1-associated protein 1	Dda1	Mus musculus (Mouse)	102	
SGF29	Q9DA08	reviewed	SGF29_MOUSE	SAGA-associated factor 29 (Coiled-coil domain-containing protein 101) (SAGA complex-associated factor 29)	Sgf29 Ccdc101	Mus musculus (Mouse)	293	methylated histone binding [GO:0035064]; methylation-dependent protein binding [GO:0140034]
ZBTB43	Q9DAI4	reviewed	ZBT43_MOUSE	Zinc finger and BTB domain-containing protein 43 (Zinc finger protein 297B)	Zbtb43 Kiaa0414 Zfp297b Znf297b	Mus musculus (Mouse)	467	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase III general transcription initiation factor binding [GO:0001025]; sequence-specific double-stranded DNA binding [GO:1990837]
POP5	Q9DB28	reviewed	POP5_MOUSE	Ribonuclease P/MRP protein subunit POP5	Pop5	Mus musculus (Mouse)	169	ribonuclease MRP activity [GO:0000171]; ribonuclease P activity [GO:0004526]; ribonuclease P RNA binding [GO:0033204]
MED27	Q9DB40	reviewed	MED27_MOUSE	Mediator of RNA polymerase II transcription subunit 27 (Cofactor required for Sp1 transcriptional activation subunit 8) (CRSP complex subunit 8) (Mediator complex subunit 27)	Med27 Crsp8	Mus musculus (Mouse)	311	transcription coactivator activity [GO:0003713]; ubiquitin protein ligase activity [GO:0061630]
ZNF593	Q9DB42	reviewed	ZN593_MOUSE	Zinc finger protein 593 (Zinc finger protein T86)	Znf593 Zfp593	Mus musculus (Mouse)	134	DNA binding [GO:0003677]; preribosome binding [GO:1990275]; zinc ion binding [GO:0008270]
RRP8	Q9DB85	reviewed	RRP8_MOUSE	Ribosomal RNA-processing protein 8 (EC 2.1.1.-) (Cerebral protein 1 homolog)	Rrp8	Mus musculus (Mouse)	457	methylated histone binding [GO:0035064]; methyltransferase activity [GO:0008168]
NGDN	Q9DB96	reviewed	NGDN_MOUSE	Neuroguidin (EIF4E-binding protein)	Ngdn Ngd	Mus musculus (Mouse)	315	
