From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (molecular function)
LRWD1	Q9UFC0	reviewed	LRWD1_HUMAN	Leucine-rich repeat and WD repeat-containing protein 1 (Centromere protein 33) (CENP-33) (Origin recognition complex-associated protein) (ORC-associated protein) (ORCA)	LRWD1 CENP-33 ORCA	Homo sapiens (Human)	647	chromatin binding [GO:0003682]; methyl-CpG binding [GO:0008327]; methylated histone binding [GO:0035064]
PARP2	Q9UGN5	reviewed	PARP2_HUMAN	Poly [ADP-ribose] polymerase 2 (PARP-2) (hPARP-2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 2) (ARTD2) (DNA ADP-ribosyltransferase PARP2) (EC 2.4.2.-) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (pADPRT-2) (Protein poly-ADP-ribosyltransferase PARP2) (EC 2.4.2.-)	PARP2 ADPRT2 ADPRTL2	Homo sapiens (Human)	583	chromatin binding [GO:0003682]; damaged DNA binding [GO:0003684]; NAD DNA ADP-ribosyltransferase activity [GO:0140294]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; NAD+- protein-aspartate ADP-ribosyltransferase activity [GO:0140806]; NAD+-protein ADP-ribosyltransferase activity [GO:1990404]; NAD+-protein-glutamate ADP-ribosyltransferase activity [GO:0140807]; NAD+-protein-serine ADP-ribosyltransferase activity [GO:0140805]; nucleosome binding [GO:0031491]; nucleotidyltransferase activity [GO:0016779]; poly-ADP-D-ribose binding [GO:0072572]; poly-ADP-D-ribose modification-dependent protein binding [GO:0160004]
NOL12	Q9UGY1	reviewed	NOL12_HUMAN	Nucleolar protein 12	NOL12	Homo sapiens (Human)	213	identical protein binding [GO:0042802]; RNA binding [GO:0003723]; rRNA binding [GO:0019843]; single-stranded DNA binding [GO:0003697]
SS18L2	Q9UHA2	reviewed	S18L2_HUMAN	SS18-like protein 2 (SYT homolog 2)	SS18L2	Homo sapiens (Human)	77	
RSL24D1	Q9UHA3	reviewed	RLP24_HUMAN	Probable ribosome biogenesis protein RLP24 (Ribosomal L24 domain-containing protein 1) (Ribosomal protein L24-like)	RSL24D1 C15orf15 RPL24L My024	Homo sapiens (Human)	163	structural constituent of ribosome [GO:0003735]
NUFIP1	Q9UHK0	reviewed	NUFP1_HUMAN	FMR1-interacting protein NUFIP1 (Nuclear FMR1-interacting protein 1) (Nuclear FMRP-interacting protein 1)	NUFIP1	Homo sapiens (Human)	495	ATPase binding [GO:0051117]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein-macromolecule adaptor activity [GO:0030674]; RNA binding [GO:0003723]
RSPH14	Q9UHP6	reviewed	RSP14_HUMAN	Radial spoke head 14 homolog (Rhabdoid tumor deletion region protein 1)	RSPH14 RTDR1	Homo sapiens (Human)	348	
NARF	Q9UHQ1	reviewed	NARF_HUMAN	Nuclear prelamin A recognition factor (Iron-only hydrogenase-like protein 2) (IOP2)	NARF	Homo sapiens (Human)	456	lamin binding [GO:0005521]
TCEAL9	Q9UHQ7	reviewed	TCAL9_HUMAN	Transcription elongation factor A protein-like 9 (TCEA-like protein 9) (Transcription elongation factor S-II protein-like 9) (WW domain-binding protein 5) (WBP-5)	TCEAL9 WBP5	Homo sapiens (Human)	104	
ENOPH1	Q9UHY7	reviewed	ENOPH_HUMAN	Enolase-phosphatase E1 (EC 3.1.3.77) (2,3-diketo-5-methylthio-1-phosphopentane phosphatase) (MASA homolog)	ENOPH1 MASA MSTP145	Homo sapiens (Human)	261	2,3-diketo-5-methylthiopentyl-1-phosphate enolase activity [GO:0043715]; 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase activity [GO:0043716]; acireductone synthase activity [GO:0043874]; magnesium ion binding [GO:0000287]
FEZ2	Q9UHY8	reviewed	FEZ2_HUMAN	Fasciculation and elongation protein zeta-2 (Zygin II) (Zygin-2)	FEZ2	Homo sapiens (Human)	353	
VPS51	Q9UID3	reviewed	VPS51_HUMAN	Vacuolar protein sorting-associated protein 51 homolog (Another new gene 2 protein) (Protein fat-free homolog)	VPS51 ANG2 C11orf2 C11orf3 FFR PP5382	Homo sapiens (Human)	782	
RABGEF1	Q9UJ41	reviewed	RABX5_HUMAN	Rab5 GDP/GTP exchange factor (RAP1) (Rabaptin-5-associated exchange factor for Rab5) (Rabex-5)	RABGEF1 RABEX5	Homo sapiens (Human)	491	DNA binding [GO:0003677]; guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase binding [GO:0031267]; ubiquitin protein ligase activity [GO:0061630]; zinc ion binding [GO:0008270]
ANXA10	Q9UJ72	reviewed	ANX10_HUMAN	Annexin A10 (Annexin-10) (Annexin-14)	ANXA10 ANX14	Homo sapiens (Human)	324	calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]
STAG3	Q9UJ98	reviewed	STAG3_HUMAN	Cohesin subunit SA-3 (SCC3 homolog 3) (Stromal antigen 3) (Stromalin-3)	STAG3	Homo sapiens (Human)	1225	chromatin binding [GO:0003682]
RIMS3	Q9UJD0	reviewed	RIMS3_HUMAN	Regulating synaptic membrane exocytosis protein 3 (Nim3) (RIM3 gamma) (Rab-3-interacting molecule 3) (RIM 3)	RIMS3 KIAA0237	Homo sapiens (Human)	308	small GTPase binding [GO:0031267]; transmembrane transporter binding [GO:0044325]
PURG	Q9UJV8	reviewed	PURG_HUMAN	Purine-rich element-binding protein gamma (Purine-rich element-binding protein G)	PURG	Homo sapiens (Human)	347	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; purine-rich negative regulatory element binding [GO:0032422]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
DDX41	Q9UJV9	reviewed	DDX41_HUMAN	Probable ATP-dependent RNA helicase DDX41 (EC 3.6.4.13) (DEAD box protein 41) (DEAD box protein abstrakt homolog)	DDX41 ABS	Homo sapiens (Human)	622	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
SERTAD3	Q9UJW9	reviewed	SRTD3_HUMAN	SERTA domain-containing protein 3 (Replication protein-binding trans-activator) (RPA-binding trans-activator)	SERTAD3 RBT1	Homo sapiens (Human)	196	
RPS6KA6	Q9UK32	reviewed	KS6A6_HUMAN	Ribosomal protein S6 kinase alpha-6 (S6K-alpha-6) (EC 2.7.11.1) (90 kDa ribosomal protein S6 kinase 6) (p90-RSK 6) (p90RSK6) (Ribosomal S6 kinase 4) (RSK-4) (pp90RSK4)	RPS6KA6 RSK4	Homo sapiens (Human)	745	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; ribosomal protein S6 kinase activity [GO:0004711]
AKAP11	Q9UKA4	reviewed	AKA11_HUMAN	A-kinase anchor protein 11 (AKAP-11) (A-kinase anchor protein 220 kDa) (AKAP 220) (hAKAP220) (Protein kinase A-anchoring protein 11) (PRKA11)	AKAP11 AKAP220 KIAA0629	Homo sapiens (Human)	1901	protein kinase A binding [GO:0051018]; protein kinase A regulatory subunit binding [GO:0034237]; protein phosphatase 1 binding [GO:0008157]
FBXL2	Q9UKC9	reviewed	FBXL2_HUMAN	F-box/LRR-repeat protein 2 (F-box and leucine-rich repeat protein 2) (F-box protein FBL2/FBL3)	FBXL2 FBL2 FBL3	Homo sapiens (Human)	423	calmodulin binding [GO:0005516]; phosphatidylinositol 3-kinase regulatory subunit binding [GO:0036312]; protein phosphatase binding [GO:0019903]; ubiquitin ligase-substrate adaptor activity [GO:1990756]
MRTO4	Q9UKD2	reviewed	MRT4_HUMAN	mRNA turnover protein 4 homolog (Ribosome assembly factor MRTO4)	MRTO4 C1orf33 MRT4	Homo sapiens (Human)	239	RNA binding [GO:0003723]
PCTP	Q9UKL6	reviewed	PPCT_HUMAN	Phosphatidylcholine transfer protein (PC-TP) (START domain-containing protein 2) (StARD2) (StAR-related lipid transfer protein 2)	PCTP STARD2	Homo sapiens (Human)	214	phosphatidylcholine binding [GO:0031210]; phosphatidylcholine transporter activity [GO:0008525]
POMT2	Q9UKY4	reviewed	POMT2_HUMAN	Protein O-mannosyl-transferase 2 (EC 2.4.1.109) (Dolichyl-phosphate-mannose--protein mannosyltransferase 2)	POMT2	Homo sapiens (Human)	750	dolichyl-phosphate-mannose-protein mannosyltransferase activity [GO:0004169]; mannosyltransferase activity [GO:0000030]; metal ion binding [GO:0046872]
CDV3	Q9UKY7	reviewed	CDV3_HUMAN	Protein CDV3 homolog	CDV3 H41	Homo sapiens (Human)	258	
MTUS1	Q9ULD2	reviewed	MTUS1_HUMAN	Microtubule-associated tumor suppressor 1 (AT2 receptor-binding protein) (Angiotensin-II type 2 receptor-interacting protein) (Mitochondrial tumor suppressor 1)	MTUS1 ATBP ATIP GK1 KIAA1288 MTSG1	Homo sapiens (Human)	1270	microtubule binding [GO:0008017]
HECTD1	Q9ULT8	reviewed	HECD1_HUMAN	E3 ubiquitin-protein ligase HECTD1 (EC 2.3.2.26) (E3 ligase for inhibin receptor) (EULIR) (HECT domain-containing protein 1)	HECTD1 KIAA1131	Homo sapiens (Human)	2610	metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]
ZMYND8	Q9ULU4	reviewed	ZMYD8_HUMAN	MYND-type zinc finger-containing chromatin reader ZMYND8 (Cutaneous T-cell lymphoma-associated antigen se14-3) (CTCL-associated antigen se14-3) (Protein kinase C-binding protein 1) (Rack7) (Transcription coregulator ZMYND8) (Zinc finger MYND domain-containing protein 8)	ZMYND8 KIAA1125 PRKCBP1 RACK7	Homo sapiens (Human)	1186	DNA-binding transcription factor binding [GO:0140297]; lysine-acetylated histone binding [GO:0070577]; methylated histone binding [GO:0035064]; protein domain specific binding [GO:0019904]; transcription corepressor activity [GO:0003714]; zinc ion binding [GO:0008270]
PYCARD	Q9ULZ3	reviewed	ASC_HUMAN	Apoptosis-associated speck-like protein containing a CARD (hASC) (Caspase recruitment domain-containing protein 5) (PYD and CARD domain-containing protein) (Target of methylation-induced silencing 1)	PYCARD ASC CARD5 TMS1	Homo sapiens (Human)	195	BMP receptor binding [GO:0070700]; cysteine-type endopeptidase activator activity involved in apoptotic process [GO:0008656]; enzyme binding [GO:0019899]; identical protein binding [GO:0042802]; interleukin-6 receptor binding [GO:0005138]; myosin I binding [GO:0017024]; protease binding [GO:0002020]; protein dimerization activity [GO:0046983]; protein homodimerization activity [GO:0042803]; Pyrin domain binding [GO:0032090]; transmembrane transporter binding [GO:0044325]; tropomyosin binding [GO:0005523]
PHTF1	Q9UMS5	reviewed	PHTF1_HUMAN	Protein PHTF1	PHTF1 PHTF	Homo sapiens (Human)	762	
NOL7	Q9UMY1	reviewed	UTP16_HUMAN	U3 small nucleolar RNA-associated protein NOL7 (U3 snoRNA-associated protein NOL7) (Nucleolar protein 7) (Nucleolar protein of 27 kDa)	NOL7 C6orf90 NOP27	Homo sapiens (Human)	257	RNA binding [GO:0003723]
MAGED2	Q9UNF1	reviewed	MAGD2_HUMAN	Melanoma-associated antigen D2 (11B6) (Breast cancer-associated gene 1 protein) (BCG-1) (Hepatocellular carcinoma-associated protein JCL-1) (MAGE-D2 antigen)	MAGED2 BCG1	Homo sapiens (Human)	606	
DIMT1	Q9UNQ2	reviewed	DIM1_HUMAN	Probable dimethyladenosine transferase (EC 2.1.1.183) (DIM1 dimethyladenosine transferase 1 homolog) (DIM1 dimethyladenosine transferase 1-like) (Probable 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase) (Probable 18S rRNA dimethylase) (Probable S-adenosylmethionine-6-N',N'-adenosyl(rRNA) dimethyltransferase)	DIMT1 DIMT1L HUSSY-05	Homo sapiens (Human)	313	18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase activity [GO:0052909]; RNA binding [GO:0003723]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]
RPL26L1	Q9UNX3	reviewed	RL26L_HUMAN	Ribosomal protein uL24-like (60S ribosomal protein L26-like 1) (Large ribosomal subunit protein uL24-like 1)	RPL26L1 RPL26P1	Homo sapiens (Human)	145	RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]
WDR3	Q9UNX4	reviewed	WDR3_HUMAN	WD repeat-containing protein 3	WDR3	Homo sapiens (Human)	943	RNA binding [GO:0003723]; snoRNA binding [GO:0030515]
C19orf53	Q9UNZ5	reviewed	L10K_HUMAN	Leydig cell tumor 10 kDa protein homolog	C19orf53 HSPC023	Homo sapiens (Human)	99	
DOLK	Q9UPQ8	reviewed	DOLK_HUMAN	Dolichol kinase (EC 2.7.1.108) (Transmembrane protein 15)	DOLK KIAA1094 TMEM15 UNQ2422/PRO4980	Homo sapiens (Human)	538	dolichol kinase activity [GO:0004168]
AGTPBP1	Q9UPW5	reviewed	CBPC1_HUMAN	Cytosolic carboxypeptidase 1 (EC 3.4.17.-) (EC 3.4.17.24) (ATP/GTP-binding protein 1) (Nervous system nuclear protein induced by axotomy protein 1 homolog) (Protein deglutamylase CCP1)	AGTPBP1 CCP1 KIAA1035 NNA1	Homo sapiens (Human)	1226	metallocarboxypeptidase activity [GO:0004181]; tubulin binding [GO:0015631]; zinc ion binding [GO:0008270]
SCML2	Q9UQR0	reviewed	SCML2_HUMAN	Sex comb on midleg-like protein 2	SCML2	Homo sapiens (Human)	700	chromatin binding [GO:0003682]; histone binding [GO:0042393]
NIP7	Q9Y221	reviewed	NIP7_HUMAN	60S ribosome subunit biogenesis protein NIP7 homolog (KD93) (Nucleolar pre-rRNA processing protein NIP7)	NIP7 CGI-37 HSPC031 HSPC180 OK/SW-cl.76 OK/SW-cl.78	Homo sapiens (Human)	180	RNA binding [GO:0003723]
OSGIN2	Q9Y236	reviewed	OSGI2_HUMAN	Oxidative stress-induced growth inhibitor 2 (hT41)	OSGIN2 C8orf1	Homo sapiens (Human)	505	growth factor activity [GO:0008083]
PIN4	Q9Y237	reviewed	PIN4_HUMAN	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 (EC 5.2.1.8) (Parvulin-14) (Par14) (hPar14) (Parvulin-17) (Par17) (hPar17) (Peptidyl-prolyl cis-trans isomerase Pin4) (PPIase Pin4) (Peptidyl-prolyl cis/trans isomerase EPVH) (hEPVH) (Rotamase Pin4)	PIN4	Homo sapiens (Human)	131	bent DNA binding [GO:0003681]; DNA binding [GO:0003677]; double-stranded DNA binding [GO:0003690]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA binding [GO:0003723]
TCF19	Q9Y242	reviewed	TCF19_HUMAN	Transcription factor 19 (TCF-19) (Transcription factor SC1)	TCF19 SC1	Homo sapiens (Human)	345	metal ion binding [GO:0046872]
LZTS1	Q9Y250	reviewed	LZTS1_HUMAN	Leucine zipper putative tumor suppressor 1 (F37/esophageal cancer-related gene-coding leucine-zipper motif) (Fez1)	LZTS1 FEZ1	Homo sapiens (Human)	596	
EIF3L	Q9Y262	reviewed	EIF3L_HUMAN	Eukaryotic translation initiation factor 3 subunit L (eIF3l) (Eukaryotic translation initiation factor 3 subunit 6-interacting protein) (Eukaryotic translation initiation factor 3 subunit E-interacting protein)	EIF3L EIF3EIP EIF3S6IP HSPC021 HSPC025 MSTP005	Homo sapiens (Human)	564	RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]
VSIG4	Q9Y279	reviewed	VSIG4_HUMAN	V-set and immunoglobulin domain-containing protein 4 (Protein Z39Ig)	VSIG4 CRIg Z39IG UNQ317/PRO362	Homo sapiens (Human)	399	complement component C3b binding [GO:0001851]
TP53TG5	Q9Y2B4	reviewed	T53G5_HUMAN	TP53-target gene 5 protein (TP53-inducible gene 5 protein)	TP53TG5 C20orf10	Homo sapiens (Human)	290	
LRCH1	Q9Y2L9	reviewed	LRCH1_HUMAN	Leucine-rich repeat and calponin homology domain-containing protein 1 (Calponin homology domain-containing protein 1) (Neuronal protein 81) (NP81)	LRCH1 CHDC1 KIAA1016	Homo sapiens (Human)	728	
DDX52	Q9Y2R4	reviewed	DDX52_HUMAN	Probable ATP-dependent RNA helicase DDX52 (EC 3.6.4.13) (ATP-dependent RNA helicase ROK1-like) (DEAD box protein 52)	DDX52 ROK1 HUSSY-19	Homo sapiens (Human)	599	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]
CRYL1	Q9Y2S2	reviewed	CRYL1_HUMAN	Lambda-crystallin homolog (EC 1.1.1.45) (L-gulonate 3-dehydrogenase) (Gul3DH)	CRYL1 CRY	Homo sapiens (Human)	319	L-gulonate 3-dehydrogenase activity [GO:0050104]; NAD+ binding [GO:0070403]; protein homodimerization activity [GO:0042803]
TMA7	Q9Y2S6	reviewed	TMA7_HUMAN	Translation machinery-associated protein 7 (Coiled-coil domain-containing protein 72)	TMA7 CCDC72 HSPC016 HSPC330	Homo sapiens (Human)	64	
MED16	Q9Y2X0	reviewed	MED16_HUMAN	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16) (Thyroid hormone receptor-associated protein 5) (Thyroid hormone receptor-associated protein complex 95 kDa component) (Trap95) (Vitamin D3 receptor-interacting protein complex 92 kDa component) (DRIP92)	MED16 DRIP92 THRAP5	Homo sapiens (Human)	877	nuclear thyroid hormone receptor binding [GO:0046966]; nuclear vitamin D receptor binding [GO:0042809]; transcription coactivator activity [GO:0003713]
NOP58	Q9Y2X3	reviewed	NOP58_HUMAN	Nucleolar protein 58 (Nucleolar protein 5)	NOP58 NOL5 NOP5 HSPC120	Homo sapiens (Human)	529	ATPase binding [GO:0051117]; RNA binding [GO:0003723]; snoRNA binding [GO:0030515]; TFIID-class transcription factor complex binding [GO:0001094]
AMDHD2	Q9Y303	reviewed	NAGA_HUMAN	N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase) (EC 3.5.1.25) (Amidohydrolase domain-containing protein 2)	AMDHD2 CGI-14	Homo sapiens (Human)	409	metal ion binding [GO:0046872]; N-acetylgalactosamine-6-phosphate deacetylase activity [GO:0047419]; N-acetylglucosamine-6-phosphate deacetylase activity [GO:0008448]
CAB39	Q9Y376	reviewed	CAB39_HUMAN	Calcium-binding protein 39 (MO25alpha) (Protein Mo25)	CAB39 MO25 CGI-66	Homo sapiens (Human)	341	kinase binding [GO:0019900]; protein kinase activator activity [GO:0030295]; protein serine/threonine kinase activator activity [GO:0043539]
RBMX2	Q9Y388	reviewed	RBMX2_HUMAN	RNA-binding motif protein, X-linked 2	RBMX2 CGI-79	Homo sapiens (Human)	322	RNA binding [GO:0003723]
UTP11	Q9Y3A2	reviewed	UTP11_HUMAN	Probable U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11) (UTP11-like protein)	UTP11 UTP11L CGI-94 HDCMB12P	Homo sapiens (Human)	253	RNA binding [GO:0003723]
RRP7A	Q9Y3A4	reviewed	RRP7A_HUMAN	Ribosomal RNA-processing protein 7 homolog A (Gastric cancer antigen Zg14)	RRP7A CGI-96	Homo sapiens (Human)	280	RNA binding [GO:0003723]
REXO2	Q9Y3B8	reviewed	ORN_HUMAN	Oligoribonuclease, mitochondrial (EC 3.1.15.-) (RNA exonuclease 2 homolog) (Small fragment nuclease)	REXO2 SFN SMFN CGI-114	Homo sapiens (Human)	237	3'-5' exonuclease activity [GO:0008408]; 3'-5'-DNA exonuclease activity [GO:0008296]; 3'-5'-RNA exonuclease activity [GO:0000175]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]
NOP16	Q9Y3C1	reviewed	NOP16_HUMAN	Nucleolar protein 16 (HBV pre-S2 trans-regulated protein 3)	NOP16 CGI-117 HSPC111	Homo sapiens (Human)	178	RNA binding [GO:0003723]
PPIL1	Q9Y3C6	reviewed	PPIL1_HUMAN	Peptidyl-prolyl cis-trans isomerase-like 1 (PPIase) (EC 5.2.1.8) (Rotamase PPIL1)	PPIL1 CYPL1 CGI-124 UNQ2425/PRO4984	Homo sapiens (Human)	166	cyclosporin A binding [GO:0016018]; disordered domain specific binding [GO:0097718]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]
ZNF330	Q9Y3S2	reviewed	ZN330_HUMAN	Zinc finger protein 330 (Nucleolar autoantigen 36) (Nucleolar cysteine-rich protein)	ZNF330 NOA36	Homo sapiens (Human)	320	metal ion binding [GO:0046872]; zinc ion binding [GO:0008270]
NOC2L	Q9Y3T9	reviewed	NOC2L_HUMAN	Nucleolar complex protein 2 homolog (Protein NOC2 homolog) (NOC2-like protein) (Novel INHAT repressor)	NOC2L NIR	Homo sapiens (Human)	749	chromatin binding [GO:0003682]; DNA-binding transcription factor binding [GO:0140297]; histone binding [GO:0042393]; nucleosome binding [GO:0031491]; RNA binding [GO:0003723]; transcription corepressor activity [GO:0003714]
FAM32A	Q9Y421	reviewed	FA32A_HUMAN	Protein FAM32A (Ovarian tumor-associated gene 12) (OTAG-12)	FAM32A OTAG12 CGI-144	Homo sapiens (Human)	112	RNA binding [GO:0003723]
ZNF175	Q9Y473	reviewed	ZN175_HUMAN	Zinc finger protein 175 (Zinc finger protein OTK18)	ZNF175	Homo sapiens (Human)	711	DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]
RBM19	Q9Y4C8	reviewed	RBM19_HUMAN	Probable RNA-binding protein 19 (RNA-binding motif protein 19)	RBM19 KIAA0682	Homo sapiens (Human)	960	RNA binding [GO:0003723]
WASHC2C	Q9Y4E1	reviewed	WAC2C_HUMAN	WASH complex subunit 2C (Vaccinia virus penetration factor) (VPEF)	WASHC2C FAM21C KIAA0592 VPEF	Homo sapiens (Human)	1341	phosphatidylinositol phosphate binding [GO:1901981]; phosphatidylinositol-3,4,5-trisphosphate binding [GO:0005547]; phosphatidylinositol-3,4-bisphosphate binding [GO:0043325]; phosphatidylinositol-3,5-bisphosphate binding [GO:0080025]; phosphatidylinositol-3-phosphate binding [GO:0032266]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; phosphatidylinositol-4-phosphate binding [GO:0070273]; phosphatidylinositol-5-phosphate binding [GO:0010314]; retromer complex binding [GO:1905394]
